

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/03/08 17:34:15 | 3.1450 (0) | 25.8549 dC | 58.3405 rH | 514.1666 lx | 4.0581 W/m^2 | 0.0010 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:01 | 3.1450 (0) | 26.4965 dC | 58.7981 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:06 | 3.1450 (0) | 26.5148 dC | 58.8410 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:11 | 3.1450 (0) | 26.5064 dC | 58.8267 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:16 | 3.1450 (0) | 26.4919 dC | 58.8004 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:21 | 3.1450 (0) | 26.4828 dC | 58.7848 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:26 | 3.1450 (0) | 26.4887 dC | 58.8356 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:31 | 3.1450 (0) | 26.4696 dC | 58.7927 rH | 554.1666 lx | 4.3738 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:36 | 3.1450 (0) | 26.4778 dC | 58.7889 rH | 554.1666 lx | 4.3738 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:41 | 3.1450 (0) | 26.4544 dC | 58.8056 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:46 | 3.1450 (0) | 26.4532 dC | 58.7733 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:51 | 3.1450 (0) | 26.4599 dC | 58.8070 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:46:56 | 3.1450 (0) | 26.4448 dC | 58.8016 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:01 | 3.1450 (0) | 26.4513 dC | 58.7876 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:06 | 3.1450 (0) | 26.4290 dC | 58.8094 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:11 | 3.1450 (0) | 26.4265 dC | 58.7921 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:16 | 3.1450 (0) | 26.4317 dC | 58.7937 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:21 | 3.1450 (0) | 26.4265 dC | 58.7708 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:26 | 3.1450 (0) | 26.4290 dC | 58.7764 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:31 | 3.1450 (0) | 26.4294 dC | 58.7901 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:36 | 3.1450 (0) | 26.4002 dC | 58.7962 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:41 | 3.1450 (0) | 26.4038 dC | 58.7946 rH | 546.6666 lx | 4.3147 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:46 | 3.1450 (0) | 26.4048 dC | 58.7629 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:51 | 3.1450 (0) | 26.4057 dC | 58.8038 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:47:56 | 3.1450 (0) | 26.4034 dC | 58.8073 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:01 | 3.1450 (0) | 26.3905 dC | 58.7967 rH | 546.6666 lx | 4.3147 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:06 | 3.1450 (0) | 26.3889 dC | 58.7672 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:11 | 3.1450 (0) | 26.3885 dC | 58.7463 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:16 | 3.1450 (0) | 26.3790 dC | 58.7779 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:21 | 3.1450 (0) | 26.3767 dC | 58.7726 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:26 | 3.1450 (0) | 26.3615 dC | 58.7752 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:31 | 3.1450 (0) | 26.3605 dC | 58.7689 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:36 | 3.1450 (0) | 26.3594 dC | 58.8030 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:41 | 3.1450 (0) | 26.3634 dC | 58.7683 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:46 | 3.1450 (0) | 26.3666 dC | 58.7711 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:51 | 3.1450 (0) | 26.3523 dC | 58.7567 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:48:56 | 3.1450 (0) | 26.3519 dC | 58.7883 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:01 | 3.1450 (0) | 26.3338 dC | 58.7761 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:06 | 3.1450 (0) | 26.3441 dC | 58.7697 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:11 | 3.1450 (0) | 26.3405 dC | 58.7286 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:16 | 3.1450 (0) | 26.3346 dC | 58.7592 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:21 | 3.1450 (0) | 26.3454 dC | 58.7829 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:26 | 3.1450 (0) | 26.3332 dC | 58.7917 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:31 | 3.1450 (0) | 26.3250 dC | 58.7757 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:36 | 3.1450 (0) | 26.3254 dC | 58.8032 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:41 | 3.1450 (0) | 26.3205 dC | 58.7965 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:46 | 3.1450 (0) | 26.3214 dC | 58.8096 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:51 | 3.1450 (0) | 26.3166 dC | 58.7896 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:49:56 | 3.1450 (0) | 26.3332 dC | 58.7564 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:01 | 3.1450 (0) | 26.3214 dC | 58.7507 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:06 | 3.1450 (0) | 26.3006 dC | 58.7747 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:11 | 3.1450 (0) | 26.3166 dC | 58.7867 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:16 | 3.1450 (0) | 26.3075 dC | 58.7803 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:21 | 3.1450 (0) | 26.3069 dC | 58.8022 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:26 | 3.1450 (0) | 26.2978 dC | 58.7794 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:31 | 3.1450 (0) | 26.3102 dC | 58.7774 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:36 | 3.1450 (0) | 26.2987 dC | 58.7957 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:41 | 3.1450 (0) | 26.2957 dC | 58.7725 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:46 | 3.1450 (0) | 26.3050 dC | 58.7764 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:51 | 3.1450 (0) | 26.2970 dC | 58.7797 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:50:56 | 3.1450 (0) | 26.3178 dC | 58.7868 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:01 | 3.1450 (0) | 26.3016 dC | 58.7850 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:06 | 3.1450 (0) | 26.3025 dC | 58.7681 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:11 | 3.1450 (0) | 26.2997 dC | 58.7922 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:16 | 3.1450 (0) | 26.3020 dC | 58.8077 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:21 | 3.1450 (0) | 26.2983 dC | 58.7873 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:26 | 3.1450 (0) | 26.3079 dC | 58.7632 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:31 | 3.1450 (0) | 26.3111 dC | 58.8055 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:36 | 3.1450 (0) | 26.3014 dC | 58.8037 rH | 553.3333 lx | 4.3673 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:41 | 3.1450 (0) | 26.2922 dC | 58.7992 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:46 | 3.1450 (0) | 26.2819 dC | 58.8068 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:51 | 3.1450 (0) | 26.2970 dC | 58.8136 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:51:56 | 3.1450 (0) | 26.2934 dC | 58.7982 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:01 | 3.1450 (0) | 26.3069 dC | 58.8202 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:06 | 3.1450 (0) | 26.3075 dC | 58.8076 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:11 | 3.1450 (0) | 26.3002 dC | 58.7934 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:16 | 3.1450 (0) | 26.3014 dC | 58.7668 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:21 | 3.1450 (0) | 26.3023 dC | 58.8046 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:26 | 3.1450 (0) | 26.2768 dC | 58.8217 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:31 | 3.1450 (0) | 26.2951 dC | 58.7787 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:36 | 3.1450 (0) | 26.3060 dC | 58.8209 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:41 | 3.1450 (0) | 26.3096 dC | 58.8321 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:46 | 3.1450 (0) | 26.2983 dC | 58.8259 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:51 | 3.1450 (0) | 26.3033 dC | 58.8194 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:52:56 | 3.1450 (0) | 26.3042 dC | 58.8374 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:01 | 3.1450 (0) | 26.2987 dC | 58.8145 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:06 | 3.1450 (0) | 26.3010 dC | 58.8068 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:11 | 3.1450 (0) | 26.3046 dC | 58.8233 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:16 | 3.1450 (0) | 26.2945 dC | 58.8177 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:21 | 3.1450 (0) | 26.3124 dC | 58.8679 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:26 | 3.1450 (0) | 26.3138 dC | 58.8640 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:31 | 3.1450 (0) | 26.2974 dC | 58.8132 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:36 | 3.1450 (0) | 26.3180 dC | 58.8272 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:41 | 3.1450 (0) | 26.3174 dC | 58.8442 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:46 | 3.1450 (0) | 26.3000 dC | 58.8320 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:51 | 3.1450 (0) | 26.2980 dC | 58.8561 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:53:56 | 3.1450 (0) | 26.3056 dC | 58.8253 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:01 | 3.1450 (0) | 26.3096 dC | 58.8393 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:06 | 3.1450 (0) | 26.3245 dC | 58.8308 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:11 | 3.1450 (0) | 26.3186 dC | 58.8239 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:16 | 3.1450 (0) | 26.3010 dC | 58.8311 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:21 | 3.1450 (0) | 26.2941 dC | 58.8610 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:26 | 3.1450 (0) | 26.2945 dC | 58.8452 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:31 | 3.1450 (0) | 26.3134 dC | 58.8602 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:36 | 3.1450 (0) | 26.3042 dC | 58.8425 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:41 | 3.1450 (0) | 26.2960 dC | 58.8499 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:46 | 3.1450 (0) | 26.3144 dC | 58.8825 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:51 | 3.1450 (0) | 26.3119 dC | 58.8573 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:54:56 | 3.1450 (0) | 26.3033 dC | 58.8803 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:01 | 3.1450 (0) | 26.3062 dC | 58.8546 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:06 | 3.1450 (0) | 26.3056 dC | 58.8670 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:11 | 3.1450 (0) | 26.3075 dC | 58.8526 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:16 | 3.1450 (0) | 26.2960 dC | 58.8569 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:21 | 3.1450 (0) | 26.2829 dC | 58.8267 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:26 | 3.1450 (0) | 26.2922 dC | 58.8901 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:31 | 3.1450 (0) | 26.2941 dC | 58.8524 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:36 | 3.1450 (0) | 26.3010 dC | 58.8859 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:41 | 3.1450 (0) | 26.2836 dC | 58.8276 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:46 | 3.1450 (0) | 26.2865 dC | 58.8622 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:55:51 | 3.1450 (0) | 26.2840 dC | 58.8579 rH | 547.5000 lx | 4.3212 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:56:28 | 3.1450 (0) | 26.2804 dC | 58.8712 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:56:59 | 3.1450 (0) | 26.2562 dC | 58.8998 rH | 548.3333 lx | 4.3278 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:04 | 3.1450 (0) | 26.2531 dC | 58.8792 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:09 | 3.1450 (0) | 26.2701 dC | 58.9024 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:14 | 3.1450 (0) | 26.2468 dC | 58.9128 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:19 | 3.1450 (0) | 26.2581 dC | 58.9016 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:24 | 3.1450 (0) | 26.2568 dC | 58.9098 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:29 | 3.1450 (0) | 26.2562 dC | 58.9064 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:34 | 3.1450 (0) | 26.2430 dC | 58.9044 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:39 | 3.1450 (0) | 26.2468 dC | 58.8892 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:44 | 3.1450 (0) | 26.2581 dC | 58.9004 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:49 | 3.1450 (0) | 26.2554 dC | 58.9279 rH | 551.6666 lx | 4.3541 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:54 | 3.1450 (0) | 26.2440 dC | 58.9124 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:57:59 | 3.1450 (0) | 26.2384 dC | 58.8731 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:58:04 | 3.1450 (0) | 26.2331 dC | 58.9285 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:58:09 | 3.1450 (0) | 26.2476 dC | 58.9097 rH | 552.5000 lx | 4.3607 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:58:14 | 3.1450 (0) | 26.2466 dC | 58.9430 rH | 550.8333 lx | 4.3475 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:58:19 | 3.1450 (0) | 26.2285 dC | 58.9185 rH | 550.0000 lx | 4.3410 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:58:24 | 3.1450 (0) | 26.2522 dC | 58.9301 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/03/08 17:58:29 | 3.1450 (0) | 26.2466 dC | 58.9107 rH | 549.1666 lx | 4.3344 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
