

Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/05 23:14:36 | 3.1450 (0) | 26.1148 dC | 59.8051 rH | 26.6667 lx | 0.2105 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:46 | 3.1450 (0) | 25.6605 dC | 53.7853 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:51 | 3.1450 (0) | 25.6674 dC | 53.7763 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:37:56 | 3.1450 (0) | 25.6487 dC | 53.7081 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:01 | 3.1450 (0) | 25.6271 dC | 53.7312 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:06 | 3.1450 (0) | 25.6491 dC | 53.6914 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:11 | 3.1450 (0) | 25.6475 dC | 53.6793 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:16 | 3.1450 (0) | 25.6376 dC | 53.7036 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:21 | 3.1450 (0) | 25.6523 dC | 53.6577 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:26 | 3.1450 (0) | 25.6544 dC | 53.6470 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:31 | 3.1450 (0) | 25.6405 dC | 53.6081 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:36 | 3.1450 (0) | 25.6533 dC | 53.6198 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:41 | 3.1450 (0) | 25.6695 dC | 53.6141 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:46 | 3.1450 (0) | 25.6454 dC | 53.5601 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:51 | 3.1450 (0) | 25.6618 dC | 53.5686 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:38:56 | 3.1450 (0) | 25.6756 dC | 53.5460 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:01 | 3.1450 (0) | 25.6691 dC | 53.5201 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:06 | 3.1450 (0) | 25.6649 dC | 53.5361 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:11 | 3.1450 (0) | 25.6500 dC | 53.4722 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:16 | 3.1450 (0) | 25.6605 dC | 53.5124 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:21 | 3.1450 (0) | 25.6439 dC | 53.4546 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:26 | 3.1450 (0) | 25.6359 dC | 53.4337 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:31 | 3.1450 (0) | 25.6180 dC | 53.4122 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:36 | 3.1450 (0) | 25.6359 dC | 53.3964 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:41 | 3.1450 (0) | 25.6403 dC | 53.3864 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:46 | 3.1450 (0) | 25.6481 dC | 53.4039 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:51 | 3.1450 (0) | 25.6504 dC | 53.3511 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:39:56 | 3.1450 (0) | 25.6605 dC | 53.3541 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:01 | 3.1450 (0) | 25.6523 dC | 53.3232 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:06 | 3.1450 (0) | 25.6638 dC | 53.3322 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:11 | 3.1450 (0) | 25.6729 dC | 53.2942 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:16 | 3.1450 (0) | 25.6723 dC | 53.2908 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:21 | 3.1450 (0) | 25.6632 dC | 53.2713 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:26 | 3.1450 (0) | 25.6792 dC | 53.2464 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:31 | 3.1450 (0) | 25.6691 dC | 53.2666 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:36 | 3.1450 (0) | 25.6733 dC | 53.2259 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:41 | 3.1450 (0) | 25.6805 dC | 53.2125 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:46 | 3.1450 (0) | 25.6865 dC | 53.2256 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:51 | 3.1450 (0) | 25.6842 dC | 53.1754 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:40:56 | 3.1450 (0) | 25.6861 dC | 53.1831 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:01 | 3.1450 (0) | 25.6927 dC | 53.1363 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:06 | 3.1450 (0) | 25.6874 dC | 53.1286 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:11 | 3.1450 (0) | 25.7065 dC | 53.1383 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:16 | 3.1450 (0) | 25.7061 dC | 53.1028 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:21 | 3.1450 (0) | 25.6929 dC | 53.0851 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:26 | 3.1450 (0) | 25.6943 dC | 53.0535 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:31 | 3.1450 (0) | 25.6929 dC | 53.0308 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:36 | 3.1450 (0) | 25.7103 dC | 53.0011 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:41 | 3.1450 (0) | 25.6815 dC | 52.9880 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:46 | 3.1450 (0) | 25.7097 dC | 52.9962 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:51 | 3.1450 (0) | 25.7042 dC | 52.9801 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:41:56 | 3.1450 (0) | 25.7156 dC | 52.9777 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:01 | 3.1450 (0) | 25.7153 dC | 52.9584 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:06 | 3.1450 (0) | 25.7284 dC | 52.9094 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:11 | 3.1450 (0) | 25.7267 dC | 52.9316 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:16 | 3.1450 (0) | 25.7267 dC | 52.9149 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:21 | 3.1450 (0) | 25.7376 dC | 52.9054 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:26 | 3.1450 (0) | 26.5413 dC | 53.9035 rH | 22.5000 lx | 0.1776 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:31 | 3.1450 (0) | 27.4372 dC | 53.7452 rH | 3.3333 lx | 0.0263 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:36 | 3.1450 (0) | 27.8618 dC | 53.6420 rH | 7.5000 lx | 0.0592 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:41 | 3.1450 (0) | 28.2196 dC | 53.5478 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:46 | 3.1450 (0) | 28.3291 dC | 53.0868 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:51 | 3.1450 (0) | 27.8496 dC | 52.4437 rH | 165.8333 lx | 1.3089 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:42:56 | 3.1450 (0) | 27.5518 dC | 52.3549 rH | 14.1667 lx | 0.1118 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:01 | 3.1450 (0) | 27.3661 dC | 52.2906 rH | 5100.8330 lx | 40.2591 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:06 | 3.1450 (0) | 27.2812 dC | 52.2426 rH | 54612.4961 lx | 431.0379 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:11 | 3.1450 (0) | 27.1915 dC | 52.2161 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:16 | 3.1450 (0) | 27.1328 dC | 52.1775 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:21 | 3.1450 (0) | 27.0887 dC | 52.1691 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:26 | 3.1450 (0) | 27.0271 dC | 52.1588 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:31 | 3.1450 (0) | 27.0050 dC | 52.1294 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:36 | 3.1450 (0) | 26.9707 dC | 52.0855 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:41 | 3.1450 (0) | 26.9474 dC | 52.0922 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:46 | 3.1450 (0) | 26.9077 dC | 52.0619 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:51 | 3.1450 (0) | 26.8763 dC | 52.0452 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:43:56 | 3.1450 (0) | 26.8436 dC | 52.0187 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:01 | 3.1450 (0) | 26.8202 dC | 52.0276 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:06 | 3.1450 (0) | 26.7969 dC | 52.0213 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:11 | 3.1450 (0) | 26.7723 dC | 51.9836 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:16 | 3.1450 (0) | 26.7792 dC | 51.9616 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:21 | 3.1450 (0) | 26.7471 dC | 51.9423 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:26 | 3.1450 (0) | 26.7385 dC | 51.9530 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:31 | 3.1450 (0) | 26.7279 dC | 51.8907 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:36 | 3.1450 (0) | 26.7010 dC | 51.9208 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:41 | 3.1450 (0) | 26.6697 dC | 51.8682 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:46 | 3.1450 (0) | 26.6441 dC | 51.8662 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:51 | 3.1450 (0) | 26.6121 dC | 51.8735 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:44:56 | 3.1450 (0) | 26.6199 dC | 51.8527 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:01 | 3.1450 (0) | 26.6310 dC | 51.8206 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:06 | 3.1450 (0) | 26.6035 dC | 51.8269 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:11 | 3.1450 (0) | 26.5802 dC | 51.7935 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:16 | 3.1450 (0) | 26.5686 dC | 51.7962 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:21 | 3.1450 (0) | 26.5608 dC | 51.7732 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:26 | 3.1450 (0) | 26.5404 dC | 51.7364 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:31 | 3.1450 (0) | 26.5238 dC | 51.7244 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:36 | 3.1450 (0) | 26.5142 dC | 51.7216 rH | 26.6667 lx | 0.2105 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:41 | 3.1450 (0) | 26.5089 dC | 51.7334 rH | 28.3333 lx | 0.2236 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:46 | 3.1450 (0) | 26.4950 dC | 51.6980 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:51 | 3.1450 (0) | 26.4799 dC | 51.6965 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:45:56 | 3.1450 (0) | 26.4696 dC | 51.6770 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:01 | 3.1450 (0) | 26.4631 dC | 51.6666 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:06 | 3.1450 (0) | 26.4349 dC | 51.6249 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:11 | 3.1450 (0) | 26.4277 dC | 51.6337 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:16 | 3.1450 (0) | 26.4297 dC | 51.6169 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:21 | 3.1450 (0) | 26.3899 dC | 51.5904 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:26 | 3.1450 (0) | 26.3683 dC | 51.5769 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:31 | 3.1450 (0) | 26.3319 dC | 51.5676 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:36 | 3.1450 (0) | 26.3260 dC | 51.5452 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:41 | 3.1450 (0) | 26.3287 dC | 51.5639 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:46 | 3.1450 (0) | 26.3187 dC | 51.5654 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:51 | 3.1450 (0) | 26.3195 dC | 51.5266 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:46:56 | 3.1450 (0) | 26.3039 dC | 51.4973 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:01 | 3.1450 (0) | 26.2997 dC | 51.5090 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:06 | 3.1450 (0) | 26.2957 dC | 51.5064 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:11 | 3.1450 (0) | 26.2842 dC | 51.4863 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:16 | 3.1450 (0) | 26.2568 dC | 51.4849 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:21 | 3.1450 (0) | 26.2554 dC | 51.4959 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:26 | 3.1450 (0) | 26.2512 dC | 51.4377 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:31 | 3.1450 (0) | 26.2165 dC | 51.4348 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:36 | 3.1450 (0) | 26.2033 dC | 51.4548 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:41 | 3.1450 (0) | 26.1942 dC | 51.4492 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:46 | 3.1450 (0) | 26.1841 dC | 51.4297 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:51 | 3.1450 (0) | 26.1827 dC | 51.4050 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:47:56 | 3.1450 (0) | 26.1778 dC | 51.4120 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:01 | 3.1450 (0) | 26.1791 dC | 51.4005 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:06 | 3.1450 (0) | 26.1843 dC | 51.3913 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:11 | 3.1450 (0) | 26.1591 dC | 51.3904 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:16 | 3.1450 (0) | 26.1595 dC | 51.3267 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:21 | 3.1450 (0) | 26.1551 dC | 51.3275 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:26 | 3.1450 (0) | 26.1518 dC | 51.3498 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:31 | 3.1450 (0) | 26.1414 dC | 51.3414 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:36 | 3.1450 (0) | 26.1271 dC | 51.3067 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:41 | 3.1450 (0) | 26.1326 dC | 51.3172 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:46 | 3.1450 (0) | 26.1309 dC | 51.2802 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:51 | 3.1450 (0) | 26.1179 dC | 51.2937 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:48:56 | 3.1450 (0) | 26.1179 dC | 51.2702 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:49:01 | 3.1450 (0) | 26.1122 dC | 51.2589 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:49:06 | 3.1450 (0) | 26.0921 dC | 51.2581 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:49:11 | 3.1450 (0) | 26.0643 dC | 51.2251 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
2023/02/05 23:49:16 | 3.1450 (0) | 26.0689 dC | 51.2249 rH | 27.5000 lx | 0.2170 W/m^2 | 0.0000 V | -0.0050 mV | 0.0000 mA | 0.0000 mW
