Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/02/03 12:10:55 | 3.1450 (0) | 25.4486 dC | 54.4508 rH | 85.8333 lx | 0.0630 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:10:56 | 3.1450 (0) | 25.4713 dC | 54.4343 rH | 71.6667 lx | 0.0620 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:10:57 | 3.1450 (0) | 25.4669 dC | 54.4609 rH | 74.1667 lx | 0.0620 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:10:58 | 3.1450 (0) | 25.4499 dC | 54.4396 rH | 30.0000 lx | 0.0610 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:10:59 | 3.1450 (0) | 25.4627 dC | 54.4456 rH | 83.3333 lx | 0.0610 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:01 | 3.1450 (0) | 25.4482 dC | 54.4846 rH | 66.6667 lx | 0.0600 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:02 | 3.1450 (0) | 25.4637 dC | 54.4997 rH | 95.0000 lx | 0.0580 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:03 | 3.1450 (0) | 25.4574 dC | 54.4516 rH | 87.5000 lx | 0.0580 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:04 | 3.1450 (0) | 25.4654 dC | 54.4547 rH | 101.6667 lx | 0.0560 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:05 | 3.1450 (0) | 25.4787 dC | 54.4662 rH | 111.6667 lx | 0.0560 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:06 | 3.1450 (0) | 25.4801 dC | 54.5003 rH | 46.6667 lx | 0.0550 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:08 | 3.1450 (0) | 25.4852 dC | 54.5182 rH | 107.5000 lx | 0.0550 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:09 | 3.1450 (0) | 25.5028 dC | 54.5191 rH | 105.8333 lx | 0.0530 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:10 | 3.1450 (0) | 25.5056 dC | 54.5056 rH | 84.1667 lx | 0.0520 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:11 | 3.1450 (0) | 25.5014 dC | 54.4996 rH | 60.8333 lx | 0.0520 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:12 | 3.1450 (0) | 25.5442 dC | 54.5271 rH | 50.8333 lx | 0.0510 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:13 | 3.1450 (0) | 25.7307 dC | 55.0196 rH | 21.6667 lx | 0.0510 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:15 | 3.1450 (0) | 25.9594 dC | 55.3513 rH | 10.0000 lx | 0.0510 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:16 | 3.1450 (0) | 26.0298 dC | 55.1454 rH | 7.5000 lx | 0.0510 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:17 | 3.1450 (0) | 26.0422 dC | 54.8884 rH | 19.1667 lx | 0.0500 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:18 | 3.1450 (0) | 26.0071 dC | 54.8018 rH | 25.8333 lx | 0.0480 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:19 | 3.1450 (0) | 25.9911 dC | 54.7303 rH | 25.0000 lx | 0.0480 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:20 | 3.1450 (0) | 25.9491 dC | 54.6877 rH | 22.5000 lx | 0.0470 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:22 | 3.1450 (0) | 25.9199 dC | 54.6422 rH | 16.6667 lx | 0.0470 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:23 | 3.1450 (0) | 25.9016 dC | 54.6650 rH | 4.1667 lx | 0.0460 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:24 | 3.1450 (0) | 25.8705 dC | 54.6482 rH | 4.1667 lx | 0.0460 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:25 | 3.1450 (0) | 25.8532 dC | 54.6284 rH | 4.1667 lx | 0.0450 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:26 | 3.1450 (0) | 25.8440 dC | 54.6271 rH | 10.0000 lx | 0.0450 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:27 | 3.1450 (0) | 25.8400 dC | 54.6368 rH | 6.6667 lx | 0.0430 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:28 | 3.1450 (0) | 25.8257 dC | 54.6350 rH | 15.0000 lx | 0.0430 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:30 | 3.1450 (0) | 25.8108 dC | 54.6397 rH | 14.1667 lx | 0.0430 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:31 | 3.1450 (0) | 25.8286 dC | 54.7001 rH | 11.6667 lx | 0.0420 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:32 | 3.1450 (0) | 25.8192 dC | 54.6570 rH | 13.3333 lx | 0.0420 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:33 | 3.1450 (0) | 25.8226 dC | 54.6734 rH | 14.1667 lx | 0.0410 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:34 | 3.1450 (0) | 25.8257 dC | 54.6553 rH | 15.8333 lx | 0.0410 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:35 | 3.1450 (0) | 25.8226 dC | 54.6647 rH | 14.1667 lx | 0.0400 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:36 | 3.1450 (0) | 25.8236 dC | 54.6991 rH | 15.8333 lx | 0.0400 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:38 | 3.1450 (0) | 25.8104 dC | 54.6842 rH | 20.8333 lx | 0.0400 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:39 | 3.1450 (0) | 25.8293 dC | 54.7003 rH | 22.5000 lx | 0.0400 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:40 | 3.1450 (0) | 25.8354 dC | 54.7291 rH | 15.0000 lx | 0.0380 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:41 | 3.1450 (0) | 25.8455 dC | 54.7391 rH | 12.5000 lx | 0.0370 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:42 | 3.1450 (0) | 25.8480 dC | 54.7440 rH | 19.1667 lx | 0.0370 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:43 | 3.1450 (0) | 25.8554 dC | 54.7293 rH | 10.8333 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:44 | 3.1450 (0) | 25.8535 dC | 54.7430 rH | 10.8333 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:46 | 3.1450 (0) | 25.8896 dC | 54.9353 rH | 10.8333 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:47 | 3.1450 (0) | 25.9281 dC | 54.9032 rH | 137.5000 lx | 0.0360 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:48 | 3.1450 (0) | 25.9029 dC | 54.8738 rH | 75.8333 lx | 0.0350 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:49 | 3.1450 (0) | 25.9249 dC | 54.8409 rH | 104.1667 lx | 0.0350 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:50 | 3.1450 (0) | 25.9312 dC | 54.8440 rH | 139.1667 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:51 | 3.1450 (0) | 25.9596 dC | 54.8667 rH | 143.3333 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:52 | 3.1450 (0) | 25.9613 dC | 54.8899 rH | 89.1667 lx | 0.0330 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:53 | 3.1450 (0) | 26.1217 dC | 55.2040 rH | 117.5000 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:55 | 3.1450 (0) | 26.1679 dC | 55.1877 rH | 132.5000 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:56 | 3.1450 (0) | 26.1948 dC | 55.1234 rH | 102.5000 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:57 | 3.1450 (0) | 26.1988 dC | 55.0317 rH | 102.5000 lx | 0.0320 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:58 | 3.1450 (0) | 26.1738 dC | 54.9938 rH | 112.5000 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:11:59 | 3.1450 (0) | 26.1723 dC | 54.9882 rH | 139.1667 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:00 | 3.1450 (0) | 26.1551 dC | 54.9916 rH | 133.3333 lx | 0.0310 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:01 | 3.1450 (0) | 26.1480 dC | 54.9655 rH | 156.6667 lx | 0.0300 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:03 | 3.1450 (0) | 26.1211 dC | 54.9789 rH | 130.0000 lx | 0.0300 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:04 | 3.1450 (0) | 26.1208 dC | 54.9925 rH | 119.1667 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:05 | 3.1450 (0) | 26.1189 dC | 54.9526 rH | 107.5000 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:06 | 3.1450 (0) | 26.1103 dC | 54.9629 rH | 102.5000 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:07 | 3.1450 (0) | 26.1053 dC | 54.9527 rH | 101.6667 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:08 | 3.1450 (0) | 26.0731 dC | 54.9693 rH | 101.6667 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:09 | 3.1450 (0) | 26.0754 dC | 54.9930 rH | 107.5000 lx | 0.0280 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:11 | 3.1450 (0) | 26.0647 dC | 55.0014 rH | 113.3333 lx | 0.0270 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:12 | 3.1450 (0) | 26.0458 dC | 54.9908 rH | 115.0000 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:13 | 3.1450 (0) | 26.0489 dC | 54.9989 rH | 115.8333 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:14 | 3.1450 (0) | 26.0462 dC | 55.0037 rH | 115.8333 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:15 | 3.1450 (0) | 26.0553 dC | 55.0226 rH | 115.8333 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:16 | 3.1450 (0) | 26.0536 dC | 55.0285 rH | 115.8333 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:18 | 3.1450 (0) | 26.0363 dC | 55.0184 rH | 116.6667 lx | 0.0260 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:19 | 3.1450 (0) | 26.0527 dC | 55.0478 rH | 117.5000 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:20 | 3.1450 (0) | 26.0395 dC | 55.0461 rH | 116.6667 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:21 | 3.1450 (0) | 26.0344 dC | 55.0406 rH | 116.6667 lx | 0.0250 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:22 | 3.1450 (0) | 26.0454 dC | 55.0858 rH | 116.6667 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:23 | 3.1450 (0) | 26.0485 dC | 55.0415 rH | 113.3333 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:25 | 3.1450 (0) | 26.0380 dC | 55.1118 rH | 110.0000 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:26 | 3.1450 (0) | 26.0468 dC | 55.1098 rH | 105.0000 lx | 0.0230 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:27 | 3.1450 (0) | 26.0517 dC | 55.1013 rH | 102.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:28 | 3.1450 (0) | 26.0406 dC | 55.1511 rH | 102.5000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:29 | 3.1450 (0) | 26.0498 dC | 55.1369 rH | 108.3333 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:30 | 3.1450 (0) | 26.0513 dC | 55.1306 rH | 110.0000 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:32 | 3.1450 (0) | 26.0553 dC | 55.1560 rH | 108.3333 lx | 0.0220 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:33 | 3.1450 (0) | 26.0458 dC | 55.1617 rH | 110.0000 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:34 | 3.1450 (0) | 26.0454 dC | 55.1824 rH | 108.3333 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:35 | 3.1450 (0) | 26.0588 dC | 55.1888 rH | 110.8333 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:36 | 3.1450 (0) | 26.0670 dC | 55.1862 rH | 110.8333 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:37 | 3.1450 (0) | 26.0695 dC | 55.2155 rH | 109.1667 lx | 0.0210 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:39 | 3.1450 (0) | 26.0643 dC | 55.2126 rH | 110.8333 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:40 | 3.1450 (0) | 26.0685 dC | 55.2193 rH | 114.1667 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:41 | 3.1450 (0) | 26.0712 dC | 55.2289 rH | 115.0000 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:42 | 3.1450 (0) | 26.0748 dC | 55.2423 rH | 114.1667 lx | 0.0200 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:43 | 3.1450 (0) | 26.0803 dC | 55.2547 rH | 111.6667 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:44 | 3.1450 (0) | 26.0744 dC | 55.2800 rH | 108.3333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:46 | 3.1450 (0) | 26.0735 dC | 55.2894 rH | 108.3333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:47 | 3.1450 (0) | 26.0899 dC | 55.2851 rH | 107.5000 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:48 | 3.1450 (0) | 26.0836 dC | 55.3148 rH | 109.1667 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:49 | 3.1450 (0) | 26.0880 dC | 55.2924 rH | 111.6667 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:50 | 3.1450 (0) | 26.0921 dC | 55.3137 rH | 113.3333 lx | 0.0180 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:51 | 3.1450 (0) | 26.1089 dC | 55.3168 rH | 112.5000 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:53 | 3.1450 (0) | 26.1135 dC | 55.3236 rH | 50.8333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:54 | 3.1450 (0) | 26.1007 dC | 55.3365 rH | 22.5000 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:55 | 3.1450 (0) | 26.1023 dC | 55.3501 rH | 2.5000 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:56 | 3.1450 (0) | 26.1070 dC | 55.3697 rH | 0.8333 lx | 0.0170 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:57 | 3.1450 (0) | 26.1389 dC | 55.3808 rH | 0.8333 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:58 | 3.1450 (0) | 26.1353 dC | 55.4079 rH | 0.8333 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:12:59 | 3.1450 (0) | 26.1600 dC | 55.4122 rH | 185.0000 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:01 | 3.1450 (0) | 26.1480 dC | 55.4158 rH | 194.1667 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:02 | 3.1450 (0) | 26.1696 dC | 55.4365 rH | 210.8333 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:03 | 3.1450 (0) | 26.1686 dC | 55.4607 rH | 209.1667 lx | 0.0160 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:04 | 3.1450 (0) | 26.1965 dC | 55.4749 rH | 241.6667 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:05 | 3.1450 (0) | 26.1683 dC | 55.4601 rH | 269.1667 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:06 | 3.1450 (0) | 26.1787 dC | 55.4663 rH | 257.5000 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:07 | 3.1450 (0) | 26.1929 dC | 55.5227 rH | 206.6667 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:09 | 3.1450 (0) | 26.1919 dC | 55.4872 rH | 212.5000 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:10 | 3.1450 (0) | 26.1959 dC | 55.4867 rH | 242.5000 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:11 | 3.1450 (0) | 26.1978 dC | 55.5225 rH | 245.8333 lx | 0.0150 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:12 | 3.1450 (0) | 26.2175 dC | 55.5293 rH | 231.6667 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:13 | 3.1450 (0) | 26.1959 dC | 55.5370 rH | 200.8333 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:14 | 3.1450 (0) | 26.1955 dC | 55.5385 rH | 199.1667 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:15 | 3.1450 (0) | 26.2190 dC | 55.5682 rH | 214.1667 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:16 | 3.1450 (0) | 26.2157 dC | 55.5742 rH | 155.8333 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:18 | 3.1450 (0) | 26.2318 dC | 55.5483 rH | 191.6667 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:19 | 3.1450 (0) | 26.2220 dC | 55.5639 rH | 202.5000 lx | 0.0130 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:20 | 3.1450 (0) | 26.2272 dC | 55.5629 rH | 196.6667 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:21 | 3.1450 (0) | 26.2371 dC | 55.5947 rH | 202.5000 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:22 | 3.1450 (0) | 26.2482 dC | 55.5788 rH | 210.0000 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:23 | 3.1450 (0) | 26.2381 dC | 55.6211 rH | 217.5000 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:24 | 3.1450 (0) | 26.2453 dC | 55.6436 rH | 195.0000 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:26 | 3.1450 (0) | 26.2522 dC | 55.6168 rH | 224.1667 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:27 | 3.1450 (0) | 26.2463 dC | 55.6274 rH | 220.8333 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:28 | 3.1450 (0) | 26.2466 dC | 55.6503 rH | 211.6667 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:29 | 3.1450 (0) | 26.2472 dC | 55.6458 rH | 220.8333 lx | 0.0120 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:30 | 3.1450 (0) | 26.2613 dC | 55.6491 rH | 220.0000 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:31 | 3.1450 (0) | 26.2810 dC | 55.6829 rH | 210.0000 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:32 | 3.1450 (0) | 26.2764 dC | 55.6866 rH | 203.3333 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:34 | 3.1450 (0) | 26.2787 dC | 55.6825 rH | 90.8333 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:35 | 3.1450 (0) | 26.2735 dC | 55.6985 rH | 13.3333 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:36 | 3.1450 (0) | 26.3088 dC | 55.8117 rH | 220.8333 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:37 | 3.1450 (0) | 26.3208 dC | 55.7788 rH | 209.1667 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:38 | 3.1450 (0) | 26.3323 dC | 55.7831 rH | 182.5000 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:39 | 3.1450 (0) | 26.3306 dC | 55.7599 rH | 173.3333 lx | 0.0110 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:40 | 3.1450 (0) | 26.3315 dC | 55.7942 rH | 104.1667 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:42 | 3.1450 (0) | 26.3441 dC | 55.7823 rH | 198.3333 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:43 | 3.1450 (0) | 26.3210 dC | 55.7752 rH | 120.8333 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:44 | 3.1450 (0) | 26.3313 dC | 55.7954 rH | 142.5000 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:45 | 3.1450 (0) | 26.3174 dC | 55.7926 rH | 141.6667 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:46 | 3.1450 (0) | 26.3256 dC | 55.7961 rH | 142.5000 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:47 | 3.1450 (0) | 26.3279 dC | 55.8107 rH | 90.8333 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:49 | 3.1450 (0) | 26.3222 dC | 55.8497 rH | 79.1667 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:50 | 3.1450 (0) | 26.3201 dC | 55.8458 rH | 92.5000 lx | 0.0100 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:51 | 3.1450 (0) | 26.3273 dC | 55.8052 rH | 90.8333 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:52 | 3.1450 (0) | 26.3479 dC | 55.8504 rH | 92.5000 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:53 | 3.1450 (0) | 26.3309 dC | 55.8587 rH | 89.1667 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:55 | 3.1450 (0) | 26.3329 dC | 55.8420 rH | 89.1667 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:56 | 3.1450 (0) | 26.3268 dC | 55.8409 rH | 90.0000 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:57 | 3.1450 (0) | 26.3424 dC | 55.8800 rH | 115.8333 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:58 | 3.1450 (0) | 26.3464 dC | 55.8810 rH | 137.5000 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:13:59 | 3.1450 (0) | 26.3401 dC | 55.9139 rH | 131.6667 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
2023/02/03 12:14:00 | 3.1450 (0) | 26.3405 dC | 55.8998 rH | 124.1667 lx | 0.0080 V | -0.0050 mV | -0.0610 mA | 0.0000 mW
