Date | Temperature | Humidity | Light | Bus Voltage | Shunt Voltage | Bus Current | Bus Power
2023/01/31 11:58:08 | 3.1450 (0) | 31.4093 dC | 54.3754 rH | 23938.3320 lx | 19.1050 V | 66.5550 mV | 665.2610 mA | 12710.7470 mW
2023/01/31 11:58:09 | 3.1450 (0) | 31.4133 dC | 54.3807 rH | 24023.3320 lx | 19.1050 V | 66.5550 mV | 665.2610 mA | 12710.7470 mW
2023/01/31 11:58:10 | 3.1450 (0) | 31.4112 dC | 54.3743 rH | 24138.3320 lx | 19.1250 V | 66.6250 mV | 665.9630 mA | 12736.6870 mW
2023/01/31 11:58:12 | 3.1450 (0) | 31.4110 dC | 54.3719 rH | 24246.6660 lx | 19.1250 V | 66.6250 mV | 665.9630 mA | 12736.6870 mW
2023/01/31 11:58:13 | 3.1450 (0) | 31.4157 dC | 54.3803 rH | 24374.1660 lx | 19.1470 V | 66.7050 mV | 666.7570 mA | 12767.2050 mW
2023/01/31 11:58:14 | 3.1450 (0) | 31.4112 dC | 54.3579 rH | 24335.8320 lx | 19.1470 V | 66.7050 mV | 666.7570 mA | 12767.2050 mW
2023/01/31 11:58:15 | 3.1450 (0) | 31.4106 dC | 54.3667 rH | 24601.6660 lx | 19.1730 V | 66.7970 mV | 667.7030 mA | 12803.0630 mW
2023/01/31 11:58:16 | 3.1450 (0) | 31.4169 dC | 54.3509 rH | 24815.8320 lx | 19.1730 V | 66.7970 mV | 667.7030 mA | 12803.0630 mW
2023/01/31 11:58:17 | 3.1450 (0) | 31.4093 dC | 54.3516 rH | 25056.6660 lx | 19.2070 V | 66.9100 mV | 668.8320 mA | 12846.5520 mW
2023/01/31 11:58:18 | 3.1450 (0) | 31.4175 dC | 54.3313 rH | 25334.9980 lx | 19.2470 V | 67.0520 mV | 670.2360 mA | 12900.7210 mW
2023/01/31 11:58:20 | 3.1450 (0) | 31.4148 dC | 54.3200 rH | 25729.1660 lx | 19.2470 V | 67.0520 mV | 670.2360 mA | 12900.7210 mW
2023/01/31 11:58:21 | 3.1450 (0) | 31.4125 dC | 54.2975 rH | 26274.1660 lx | 19.3000 V | 67.2170 mV | 671.8840 mA | 12967.0980 mW
2023/01/31 11:58:22 | 3.1450 (0) | 31.4024 dC | 54.2984 rH | 26866.6660 lx | 19.3000 V | 67.2170 mV | 671.8840 mA | 12967.0980 mW
2023/01/31 11:58:23 | 3.1450 (0) | 31.4211 dC | 54.3054 rH | 27549.1660 lx | 19.3670 V | 67.5770 mV | 675.4850 mA | 13082.3030 mW
2023/01/31 11:58:24 | 3.1450 (0) | 31.4297 dC | 54.3260 rH | 28903.3320 lx | 19.3670 V | 67.5770 mV | 675.4850 mA | 13082.3030 mW
2023/01/31 11:58:25 | 3.1450 (0) | 31.4472 dC | 54.3087 rH | 31491.6660 lx | 19.4760 V | 67.9700 mV | 679.4220 mA | 13232.6040 mW
2023/01/31 11:58:26 | 3.1450 (0) | 31.4545 dC | 54.3185 rH | 34502.5000 lx | 19.4760 V | 67.9700 mV | 679.4220 mA | 13232.6040 mW
2023/01/31 11:58:28 | 3.1450 (0) | 31.4785 dC | 54.3427 rH | 42042.5000 lx | 19.7320 V | 68.8700 mV | 688.4250 mA | 13585.0870 mW
2023/01/31 11:58:29 | 3.1450 (0) | 31.5214 dC | 54.4166 rH | 54612.4961 lx | 20.2620 V | 70.7250 mV | 706.9490 mA | 14325.9120 mW
2023/01/31 11:58:30 | 3.1450 (0) | 31.5962 dC | 54.4310 rH | 54612.4961 lx | 20.2620 V | 70.7250 mV | 706.9490 mA | 14325.9120 mW
2023/01/31 11:58:31 | 3.1450 (0) | 31.6652 dC | 54.4403 rH | 54612.4961 lx | 20.7030 V | 72.2870 mV | 722.5740 mA | 14960.6860 mW
2023/01/31 11:58:32 | 3.1450 (0) | 31.7539 dC | 54.4060 rH | 54612.4961 lx | 20.7030 V | 72.2870 mV | 722.5740 mA | 14960.6860 mW
2023/01/31 11:58:33 | 3.1450 (0) | 31.8134 dC | 54.4047 rH | 54612.4961 lx | 20.7400 V | 72.4200 mV | 723.8860 mA | 15014.0930 mW
2023/01/31 11:58:34 | 3.1450 (0) | 31.8935 dC | 54.3745 rH | 54612.4961 lx | 20.7400 V | 72.4200 mV | 723.8860 mA | 15014.0930 mW
2023/01/31 11:58:36 | 3.1450 (0) | 31.9515 dC | 54.2653 rH | 54612.4961 lx | 20.7400 V | 72.4300 mV | 724.0090 mA | 15016.3810 mW
2023/01/31 11:58:37 | 3.1450 (0) | 31.9706 dC | 54.1621 rH | 44267.5000 lx | 20.7400 V | 72.4300 mV | 724.0090 mA | 15016.3810 mW
2023/01/31 11:58:38 | 3.1450 (0) | 31.9889 dC | 54.1173 rH | 38463.3320 lx | 19.3160 V | 67.5150 mV | 674.8750 mA | 13138.7610 mW
2023/01/31 11:58:39 | 3.1450 (0) | 31.9998 dC | 54.1054 rH | 35932.5000 lx | 17.4400 V | 60.9220 mV | 608.9560 mA | 10913.2360 mW
2023/01/31 11:58:40 | 3.1450 (0) | 32.0007 dC | 54.0871 rH | 35978.3320 lx | 17.4400 V | 60.9220 mV | 608.9560 mA | 10913.2360 mW
2023/01/31 11:58:41 | 3.1450 (0) | 31.9925 dC | 54.0704 rH | 42881.6641 lx | 12.6760 V | 44.1870 mV | 441.6870 mA | 5613.7860 mW
2023/01/31 11:58:42 | 3.1450 (0) | 31.9965 dC | 54.1200 rH | 46303.3320 lx | 12.6760 V | 44.1870 mV | 441.6870 mA | 5613.7860 mW
2023/01/31 11:58:44 | 3.1450 (0) | 32.0415 dC | 54.1187 rH | 48626.6641 lx | 13.1210 V | 45.7850 mV | 457.6470 mA | 6060.1110 mW
2023/01/31 11:58:45 | 3.1450 (0) | 32.0709 dC | 54.1267 rH | 46079.1641 lx | 13.1210 V | 45.7850 mV | 457.6470 mA | 6060.1110 mW
2023/01/31 11:58:46 | 3.1450 (0) | 32.1156 dC | 54.1279 rH | 44154.1641 lx | 12.3770 V | 43.1450 mV | 431.2800 mA | 5343.7010 mW
2023/01/31 11:58:47 | 3.1450 (0) | 32.1417 dC | 54.0800 rH | 42908.3320 lx | 12.3770 V | 43.1450 mV | 431.2800 mA | 5343.7010 mW
2023/01/31 11:58:48 | 3.1450 (0) | 32.1617 dC | 54.0659 rH | 38595.0000 lx | 11.6930 V | 40.7420 mV | 407.2620 mA | 4762.3330 mW
2023/01/31 11:58:49 | 3.1450 (0) | 32.1611 dC | 54.0144 rH | 39455.8320 lx | 10.9810 V | 38.2600 mV | 382.4510 mA | 4200.8020 mW
2023/01/31 11:58:51 | 3.1450 (0) | 32.1579 dC | 54.0080 rH | 41144.1641 lx | 10.9810 V | 38.2600 mV | 382.4510 mA | 4200.8020 mW
2023/01/31 11:58:52 | 3.1450 (0) | 32.1630 dC | 53.9941 rH | 38667.5000 lx | 11.6720 V | 40.6620 mV | 406.4690 mA | 4747.0740 mW
2023/01/31 11:58:53 | 3.1450 (0) | 32.1959 dC | 53.9994 rH | 37664.1641 lx | 11.6720 V | 40.6620 mV | 406.4690 mA | 4747.0740 mW
2023/01/31 11:58:54 | 3.1450 (0) | 32.1926 dC | 54.0028 rH | 39351.6641 lx | 11.4770 V | 39.9770 mV | 399.6020 mA | 4592.9590 mW
2023/01/31 11:58:55 | 3.1450 (0) | 32.2004 dC | 53.9804 rH | 43626.6641 lx | 11.4770 V | 39.9770 mV | 399.6020 mA | 4592.9590 mW
2023/01/31 11:58:56 | 3.1450 (0) | 32.2124 dC | 53.9639 rH | 46835.8320 lx | 12.9130 V | 44.9800 mV | 449.6210 mA | 5813.6790 mW
2023/01/31 11:58:58 | 3.1450 (0) | 32.2447 dC | 53.9313 rH | 48735.0000 lx | 12.3050 V | 42.9250 mV | 429.0830 mA | 5362.0120 mW
2023/01/31 11:58:59 | 3.1450 (0) | 32.2508 dC | 53.9075 rH | 50056.6641 lx | 12.3050 V | 42.9250 mV | 429.0830 mA | 5362.0120 mW
2023/01/31 11:59:00 | 3.1450 (0) | 32.2889 dC | 53.9959 rH | 54338.3320 lx | 10.3780 V | 36.1470 mV | 361.3330 mA | 3750.6620 mW
2023/01/31 11:59:01 | 3.1450 (0) | 32.3389 dC | 54.0540 rH | 54612.4961 lx | 10.3780 V | 36.1470 mV | 361.3330 mA | 3750.6620 mW
2023/01/31 11:59:02 | 3.1450 (0) | 32.4059 dC | 53.9439 rH | 53835.8320 lx | 10.8010 V | 37.6350 mV | 376.1950 mA | 4068.8120 mW
2023/01/31 11:59:03 | 3.1450 (0) | 32.4350 dC | 53.9265 rH | 54612.4961 lx | 10.8010 V | 37.6350 mV | 376.1950 mA | 4068.8120 mW
2023/01/31 11:59:05 | 3.1450 (0) | 32.4736 dC | 53.9233 rH | 53534.9961 lx | 10.1960 V | 35.5150 mV | 355.0150 mA | 3620.1970 mW
2023/01/31 11:59:06 | 3.1450 (0) | 32.5245 dC | 53.8548 rH | 53543.3320 lx | 10.1830 V | 35.4700 mV | 354.5580 mA | 3611.0420 mW
2023/01/31 11:59:07 | 3.1450 (0) | 32.5415 dC | 53.8714 rH | 54612.4961 lx | 10.1830 V | 35.4700 mV | 354.5580 mA | 3611.0420 mW
2023/01/31 11:59:08 | 3.1450 (0) | 32.5718 dC | 53.8448 rH | 54612.4961 lx | 10.2520 V | 35.7100 mV | 356.9380 mA | 3659.8710 mW
2023/01/31 11:59:09 | 3.1450 (0) | 32.6336 dC | 53.8754 rH | 54612.4961 lx | 10.2520 V | 35.7100 mV | 356.9380 mA | 3659.8710 mW
2023/01/31 11:59:10 | 3.1450 (0) | 32.6969 dC | 53.8979 rH | 54612.4961 lx | 10.5860 V | 36.8670 mV | 368.5350 mA | 3902.4890 mW
2023/01/31 11:59:12 | 3.1450 (0) | 32.7353 dC | 53.9024 rH | 54612.4961 lx | 10.5860 V | 36.8670 mV | 368.5350 mA | 3902.4890 mW
2023/01/31 11:59:13 | 3.1450 (0) | 32.8178 dC | 53.8398 rH | 54612.4961 lx | 10.9360 V | 38.0950 mV | 380.8030 mA | 4164.1810 mW
2023/01/31 11:59:14 | 3.1450 (0) | 32.8638 dC | 53.8641 rH | 54612.4961 lx | 14.1060 V | 49.0920 mV | 490.7290 mA | 7033.6360 mW
2023/01/31 11:59:15 | 3.1450 (0) | 32.9369 dC | 53.7753 rH | 54612.4961 lx | 14.1060 V | 49.0920 mV | 490.7290 mA | 7033.6360 mW
2023/01/31 11:59:16 | 3.1450 (0) | 32.9832 dC | 53.7615 rH | 54612.4961 lx | 17.1260 V | 59.7000 mV | 596.7480 mA | 10243.3660 mW
2023/01/31 11:59:17 | 3.1450 (0) | 33.0317 dC | 53.7345 rH | 54612.4961 lx | 17.1260 V | 59.7000 mV | 596.7480 mA | 10243.3660 mW
2023/01/31 11:59:19 | 3.1450 (0) | 33.0967 dC | 53.7317 rH | 54612.4961 lx | 14.5980 V | 50.9620 mV | 509.4060 mA | 7449.4430 mW
2023/01/31 11:59:20 | 3.1450 (0) | 33.1488 dC | 53.7459 rH | 54612.4961 lx | 14.5980 V | 50.9620 mV | 509.4060 mA | 7449.4430 mW
2023/01/31 11:59:21 | 3.1450 (0) | 33.2214 dC | 53.6637 rH | 54612.4961 lx | 14.6570 V | 51.1150 mV | 510.9320 mA | 7489.1170 mW
2023/01/31 11:59:22 | 3.1450 (0) | 33.2706 dC | 53.6758 rH | 54612.4961 lx | 14.6570 V | 51.1150 mV | 510.9320 mA | 7489.1170 mW
2023/01/31 11:59:23 | 3.1450 (0) | 33.3477 dC | 53.6140 rH | 54612.4961 lx | 14.4480 V | 50.3950 mV | 503.7300 mA | 7279.3050 mW
2023/01/31 11:59:24 | 3.1450 (0) | 33.3849 dC | 53.6015 rH | 54612.4961 lx | 14.0870 V | 49.1300 mV | 491.0950 mA | 6918.4300 mW
2023/01/31 11:59:26 | 3.1450 (0) | 33.4372 dC | 53.5609 rH | 54612.4961 lx | 14.0870 V | 49.1300 mV | 491.0950 mA | 6918.4300 mW
2023/01/31 11:59:27 | 3.1450 (0) | 33.4755 dC | 53.4626 rH | 54612.4961 lx | 14.0100 V | 48.8570 mV | 488.3790 mA | 6842.1350 mW
2023/01/31 11:59:28 | 3.1450 (0) | 33.4978 dC | 53.4940 rH | 54612.4961 lx | 14.0100 V | 48.8570 mV | 488.3790 mA | 6842.1350 mW
2023/01/31 11:59:29 | 3.1450 (0) | 33.5466 dC | 53.4509 rH | 54612.4961 lx | 18.4670 V | 64.3520 mV | 643.2580 mA | 12264.4210 mW
2023/01/31 11:59:30 | 3.1450 (0) | 33.5928 dC | 53.3691 rH | 54612.4961 lx | 18.4670 V | 64.3520 mV | 643.2580 mA | 12264.4210 mW
2023/01/31 11:59:31 | 3.1450 (0) | 33.6044 dC | 53.3322 rH | 54612.4961 lx | 20.8350 V | 72.7500 mV | 727.1820 mA | 15151.4240 mW
2023/01/31 11:59:32 | 3.1450 (0) | 33.6618 dC | 53.3103 rH | 54612.4961 lx | 20.8350 V | 72.7500 mV | 727.1820 mA | 15151.4240 mW
2023/01/31 11:59:34 | 3.1450 (0) | 33.6926 dC | 53.3182 rH | 54612.4961 lx | 20.8110 V | 72.6870 mV | 726.5720 mA | 15121.6690 mW
2023/01/31 11:59:35 | 3.1450 (0) | 33.7442 dC | 53.3142 rH | 54612.4961 lx | 20.8010 V | 72.6620 mV | 726.3280 mA | 15107.9350 mW
2023/01/31 11:59:36 | 3.1450 (0) | 33.7744 dC | 53.2502 rH | 54612.4961 lx | 20.8010 V | 72.6620 mV | 726.3280 mA | 15107.9350 mW
2023/01/31 11:59:37 | 3.1450 (0) | 33.7982 dC | 53.2160 rH | 54612.4961 lx | 20.7350 V | 72.4400 mV | 724.1000 mA | 15014.8560 mW
2023/01/31 11:59:38 | 3.1450 (0) | 33.8179 dC | 53.1547 rH | 54612.4961 lx | 20.7350 V | 72.4400 mV | 724.1000 mA | 15014.8560 mW
2023/01/31 11:59:39 | 3.1450 (0) | 33.8428 dC | 53.1015 rH | 52278.3320 lx | 20.6550 V | 72.1670 mV | 721.3840 mA | 14901.1760 mW
2023/01/31 11:59:40 | 3.1450 (0) | 33.8264 dC | 53.1158 rH | 52893.3320 lx | 20.6550 V | 72.1670 mV | 721.3840 mA | 14901.1760 mW
2023/01/31 11:59:42 | 3.1450 (0) | 33.8470 dC | 53.0990 rH | 54612.4961 lx | 20.3700 V | 71.1700 mV | 711.4050 mA | 14491.4720 mW
2023/01/31 11:59:43 | 3.1450 (0) | 33.8631 dC | 53.1050 rH | 54612.4961 lx | 20.3700 V | 71.1700 mV | 711.4050 mA | 14491.4720 mW
2023/01/31 11:59:44 | 3.1450 (0) | 33.8835 dC | 53.1193 rH | 54612.4961 lx | 20.5120 V | 71.6670 mV | 716.3790 mA | 14695.1790 mW
2023/01/31 11:59:45 | 3.1450 (0) | 33.9025 dC | 53.1199 rH | 54612.4961 lx | 20.6180 V | 72.0450 mV | 720.1630 mA | 14849.2950 mW
2023/01/31 11:59:46 | 3.1450 (0) | 33.9399 dC | 53.0966 rH | 54612.4961 lx | 20.6180 V | 72.0450 mV | 720.1630 mA | 14849.2950 mW
2023/01/31 11:59:47 | 3.1450 (0) | 33.9806 dC | 53.0703 rH | 54612.4961 lx | 20.6720 V | 72.2420 mV | 722.1160 mA | 14929.4050 mW
2023/01/31 11:59:48 | 3.1450 (0) | 34.0204 dC | 53.0711 rH | 54612.4961 lx | 20.6720 V | 72.2420 mV | 722.1160 mA | 14929.4050 mW
2023/01/31 11:59:50 | 3.1450 (0) | 34.0513 dC | 53.0714 rH | 54612.4961 lx | 20.6060 V | 72.0050 mV | 719.7360 mA | 14831.7480 mW
2023/01/31 11:59:51 | 3.1450 (0) | 34.0742 dC | 53.0310 rH | 54612.4961 lx | 20.6060 V | 72.0050 mV | 719.7360 mA | 14831.7480 mW
2023/01/31 11:59:52 | 3.1450 (0) | 34.1156 dC | 52.9468 rH | 54612.4961 lx | 20.7810 V | 72.6270 mV | 725.9620 mA | 15086.5730 mW
2023/01/31 11:59:53 | 3.1450 (0) | 34.1217 dC | 52.9369 rH | 54612.4961 lx | 20.7810 V | 72.6270 mV | 725.9620 mA | 15086.5730 mW
2023/01/31 11:59:54 | 3.1450 (0) | 34.1675 dC | 52.9320 rH | 54612.4961 lx | 19.6170 V | 68.5870 mV | 685.5860 mA | 13490.4810 mW
2023/01/31 11:59:55 | 3.1450 (0) | 34.2142 dC | 52.9923 rH | 54612.4961 lx | 19.4520 V | 67.9450 mV | 679.1780 mA | 13242.5230 mW
2023/01/31 11:59:56 | 3.1450 (0) | 34.2670 dC | 53.0500 rH | 54612.4961 lx | 19.4520 V | 67.9450 mV | 679.1780 mA | 13242.5230 mW
2023/01/31 11:59:58 | 3.1450 (0) | 34.3094 dC | 53.0018 rH | 54612.4961 lx | 20.5410 V | 71.8050 mV | 717.7520 mA | 14743.2450 mW
2023/01/31 11:59:59 | 3.1450 (0) | 34.3594 dC | 52.9414 rH | 54612.4961 lx | 20.5410 V | 71.8050 mV | 717.7520 mA | 14743.2450 mW
2023/01/31 12:00:00 | 3.1450 (0) | 34.4244 dC | 52.8872 rH | 54612.4961 lx | 20.4670 V | 71.5520 mV | 715.2190 mA | 14639.4840 mW
2023/01/31 12:00:01 | 3.1450 (0) | 34.4732 dC | 52.7847 rH | 54612.4961 lx | 20.4670 V | 71.5520 mV | 715.2190 mA | 14639.4840 mW
2023/01/31 12:00:02 | 3.1450 (0) | 34.5083 dC | 52.7981 rH | 54612.4961 lx | 19.8570 V | 69.4270 mV | 693.9790 mA | 13785.7430 mW
2023/01/31 12:00:03 | 3.1450 (0) | 34.5552 dC | 52.8475 rH | 54612.4961 lx | 19.8570 V | 69.4270 mV | 693.9790 mA | 13785.7430 mW
2023/01/31 12:00:04 | 3.1450 (0) | 34.6113 dC | 52.8310 rH | 54612.4961 lx | 20.2760 V | 70.8700 mV | 708.4140 mA | 14364.8220 mW
2023/01/31 12:00:05 | 3.1450 (0) | 34.6758 dC | 52.7865 rH | 54612.4961 lx | 20.2470 V | 70.8220 mV | 707.9260 mA | 14341.1710 mW
2023/01/31 12:00:07 | 3.1450 (0) | 34.7149 dC | 52.7184 rH | 54612.4961 lx | 20.2470 V | 70.8220 mV | 707.9260 mA | 14341.1710 mW
2023/01/31 12:00:08 | 3.1450 (0) | 34.7717 dC | 52.7237 rH | 54612.4961 lx | 18.0400 V | 63.0650 mV | 630.3790 mA | 11411.4430 mW
2023/01/31 12:00:09 | 3.1450 (0) | 34.8366 dC | 52.7198 rH | 54612.4961 lx | 18.0400 V | 63.0650 mV | 630.3790 mA | 11411.4430 mW
2023/01/31 12:00:10 | 3.1450 (0) | 34.8808 dC | 52.7234 rH | 54612.4961 lx | 17.3770 V | 60.7220 mV | 606.9720 mA | 10547.7830 mW
2023/01/31 12:00:11 | 3.1450 (0) | 34.9657 dC | 52.6958 rH | 54612.4961 lx | 17.3770 V | 60.7220 mV | 606.9720 mA | 10547.7830 mW
2023/01/31 12:00:12 | 3.1450 (0) | 35.0214 dC | 52.6534 rH | 54612.4961 lx | 17.4610 V | 61.0170 mV | 609.9320 mA | 10650.0190 mW
2023/01/31 12:00:13 | 3.1450 (0) | 35.0912 dC | 52.6546 rH | 54612.4961 lx | 17.4610 V | 61.0170 mV | 609.9320 mA | 10650.0190 mW
2023/01/31 12:00:15 | 3.1450 (0) | 35.1454 dC | 52.6394 rH | 54612.4961 lx | 17.7680 V | 62.0800 mV | 620.5530 mA | 11031.4940 mW
2023/01/31 12:00:16 | 3.1450 (0) | 35.2261 dC | 52.5975 rH | 54612.4961 lx | 18.2630 V | 63.8720 mV | 638.4670 mA | 11715.0970 mW
2023/01/31 12:00:17 | 3.1450 (0) | 35.2945 dC | 52.5603 rH | 54612.4961 lx | 18.2630 V | 63.8720 mV | 638.4670 mA | 11715.0970 mW
2023/01/31 12:00:18 | 3.1450 (0) | 35.3725 dC | 52.5843 rH | 54612.4961 lx | 19.0650 V | 66.6070 mV | 665.8110 mA | 12759.5750 mW
2023/01/31 12:00:19 | 3.1450 (0) | 35.4527 dC | 52.4523 rH | 54612.4961 lx | 19.0650 V | 66.6070 mV | 665.8110 mA | 12759.5750 mW
2023/01/31 12:00:20 | 3.1450 (0) | 35.4948 dC | 52.3608 rH | 54612.4961 lx | 20.9060 V | 73.1250 mV | 730.9360 mA | 15281.8880 mW
2023/01/31 12:00:22 | 3.1450 (0) | 35.5145 dC | 52.3042 rH | 54612.4961 lx | 20.9060 V | 73.1250 mV | 730.9360 mA | 15281.8880 mW
2023/01/31 12:00:23 | 3.1450 (0) | 35.5513 dC | 52.2364 rH | 54612.4961 lx | 20.9160 V | 73.1750 mV | 731.4550 mA | 15299.4360 mW
2023/01/31 12:00:24 | 3.1450 (0) | 35.5747 dC | 52.1846 rH | 54612.4961 lx | 20.9150 V | 73.1800 mV | 731.4850 mA | 15300.1990 mW
2023/01/31 12:00:25 | 3.1450 (0) | 35.6152 dC | 52.1878 rH | 54612.4961 lx | 20.9150 V | 73.1800 mV | 731.4850 mA | 15300.1990 mW
2023/01/31 12:00:26 | 3.1450 (0) | 35.6466 dC | 52.1493 rH | 54612.4961 lx | 20.8910 V | 73.1020 mV | 730.7220 mA | 15265.8660 mW
2023/01/31 12:00:28 | 3.1450 (0) | 35.6672 dC | 52.1832 rH | 54612.4961 lx | 20.8910 V | 73.1020 mV | 730.7220 mA | 15265.8660 mW
2023/01/31 12:00:29 | 3.1450 (0) | 35.7374 dC | 52.1975 rH | 54612.4961 lx | 20.8980 V | 73.1320 mV | 731.0280 mA | 15277.3100 mW
2023/01/31 12:00:30 | 3.1450 (0) | 35.7836 dC | 52.1332 rH | 54612.4961 lx | 20.8980 V | 73.1320 mV | 731.0280 mA | 15277.3100 mW
2023/01/31 12:00:31 | 3.1450 (0) | 35.8223 dC | 52.0898 rH | 54612.4961 lx | 20.8920 V | 73.1170 mV | 730.8750 mA | 15270.4440 mW
2023/01/31 12:00:32 | 3.1450 (0) | 35.8931 dC | 52.0745 rH | 54612.4961 lx | 20.8750 V | 73.0650 mV | 730.3560 mA | 15246.7920 mW
2023/01/31 12:00:33 | 3.1450 (0) | 35.9343 dC | 52.0659 rH | 54612.4961 lx | 20.8750 V | 73.0650 mV | 730.3560 mA | 15246.7920 mW
2023/01/31 12:00:35 | 3.1450 (0) | 35.9922 dC | 52.0727 rH | 54612.4961 lx | 20.9070 V | 73.1870 mV | 731.5770 mA | 15295.6210 mW
2023/01/31 12:00:36 | 3.1450 (0) | 36.0708 dC | 52.1079 rH | 54612.4961 lx | 20.9070 V | 73.1870 mV | 731.5770 mA | 15295.6210 mW
2023/01/31 12:00:37 | 3.1450 (0) | 36.1332 dC | 52.0534 rH | 54612.4961 lx | 20.9470 V | 73.3370 mV | 733.0720 mA | 15356.6570 mW
2023/01/31 12:00:38 | 3.1450 (0) | 36.1853 dC | 52.0690 rH | 54612.4961 lx | 20.9470 V | 73.3370 mV | 733.0720 mA | 15356.6570 mW
2023/01/31 12:00:39 | 3.1450 (0) | 36.2984 dC | 52.0865 rH | 54612.4961 lx | 20.9270 V | 73.2750 mV | 732.4320 mA | 15328.4280 mW
2023/01/31 12:00:40 | 3.1450 (0) | 36.3749 dC | 52.0211 rH | 54612.4961 lx | 20.9200 V | 73.2550 mV | 732.2480 mA | 15318.5100 mW
2023/01/31 12:00:42 | 3.1450 (0) | 36.4538 dC | 51.9779 rH | 54612.4961 lx | 20.9200 V | 73.2550 mV | 732.2480 mA | 15318.5100 mW
2023/01/31 12:00:43 | 3.1450 (0) | 36.5143 dC | 51.8685 rH | 54612.4961 lx | 20.9180 V | 73.2520 mV | 732.2180 mA | 15316.9840 mW
2023/01/31 12:00:44 | 3.1450 (0) | 36.5725 dC | 51.8168 rH | 54612.4961 lx | 20.9180 V | 73.2520 mV | 732.2180 mA | 15316.9840 mW
2023/01/31 12:00:45 | 3.1450 (0) | 36.6327 dC | 51.7715 rH | 54612.4961 lx | 20.9000 V | 73.1920 mV | 731.6080 mA | 15291.0430 mW
2023/01/31 12:00:46 | 3.1450 (0) | 36.6875 dC | 51.8019 rH | 54612.4961 lx | 20.9000 V | 73.1920 mV | 731.6080 mA | 15291.0430 mW
2023/01/31 12:00:47 | 3.1450 (0) | 36.7716 dC | 51.7738 rH | 54612.4961 lx | 20.8750 V | 73.1150 mV | 730.8450 mA | 15256.7110 mW
2023/01/31 12:00:49 | 3.1450 (0) | 36.8620 dC | 51.7118 rH | 54612.4961 lx | 20.8750 V | 73.1150 mV | 730.8450 mA | 15256.7110 mW
2023/01/31 12:00:50 | 3.1450 (0) | 36.9223 dC | 51.6927 rH | 54612.4961 lx | 20.8510 V | 73.0370 mV | 730.0820 mA | 15223.1410 mW
2023/01/31 12:00:51 | 3.1450 (0) | 37.0060 dC | 51.6447 rH | 54612.4961 lx | 20.8450 V | 73.0220 mV | 729.9290 mA | 15215.5110 mW
2023/01/31 12:00:52 | 3.1450 (0) | 37.0815 dC | 51.5807 rH | 54612.4961 lx | 20.8450 V | 73.0220 mV | 729.9290 mA | 15215.5110 mW
2023/01/31 12:00:53 | 3.1450 (0) | 37.1395 dC | 51.5720 rH | 54612.4961 lx | 20.8460 V | 73.0320 mV | 730.0210 mA | 15217.8000 mW
2023/01/31 12:00:54 | 3.1450 (0) | 37.2307 dC | 51.4935 rH | 54612.4961 lx | 20.8460 V | 73.0320 mV | 730.0210 mA | 15217.8000 mW
2023/01/31 12:00:56 | 3.1450 (0) | 37.2911 dC | 51.4153 rH | 54612.4961 lx | 20.8310 V | 72.9970 mV | 729.6850 mA | 15200.2520 mW
2023/01/31 12:00:57 | 3.1450 (0) | 37.3648 dC | 51.3722 rH | 54612.4961 lx | 20.8310 V | 72.9970 mV | 729.6850 mA | 15200.2520 mW
2023/01/31 12:00:58 | 3.1450 (0) | 37.4340 dC | 51.3276 rH | 54612.4961 lx | 20.7960 V | 72.8850 mV | 728.5560 mA | 15151.4240 mW
2023/01/31 12:00:59 | 3.1450 (0) | 37.5044 dC | 51.2239 rH | 54612.4961 lx | 20.7960 V | 72.8850 mV | 728.5560 mA | 15151.4240 mW
2023/01/31 12:01:00 | 3.1450 (0) | 37.5534 dC | 51.2094 rH | 54612.4961 lx | 20.7370 V | 72.6870 mV | 726.5720 mA | 15067.4990 mW
2023/01/31 12:01:01 | 3.1450 (0) | 37.6314 dC | 51.1589 rH | 54612.4961 lx | 20.6810 V | 72.4920 mV | 724.6190 mA | 14986.6260 mW
2023/01/31 12:01:02 | 3.1450 (0) | 37.6749 dC | 51.1068 rH | 54612.4961 lx | 20.6810 V | 72.4920 mV | 724.6190 mA | 14986.6260 mW
2023/01/31 12:01:04 | 3.1450 (0) | 37.7438 dC | 51.0295 rH | 54612.4961 lx | 20.6480 V | 72.3820 mV | 723.5200 mA | 14940.0860 mW
2023/01/31 12:01:05 | 3.1450 (0) | 37.7857 dC | 50.9984 rH | 54612.4961 lx | 20.6480 V | 72.3820 mV | 723.5200 mA | 14940.0860 mW
2023/01/31 12:01:06 | 3.1450 (0) | 37.8185 dC | 50.9034 rH | 54612.4961 lx | 20.6330 V | 72.3400 mV | 723.0930 mA | 14921.0130 mW
2023/01/31 12:01:07 | 3.1450 (0) | 37.8389 dC | 50.7809 rH | 54612.4961 lx | 20.6330 V | 72.3400 mV | 723.0930 mA | 14921.0130 mW
2023/01/31 12:01:08 | 3.1450 (0) | 37.8378 dC | 50.7520 rH | 54612.4961 lx | 20.6610 V | 72.4400 mV | 724.1000 mA | 14960.6860 mW
2023/01/31 12:01:09 | 3.1450 (0) | 37.8687 dC | 50.7246 rH | 54612.4961 lx | 20.6610 V | 72.4400 mV | 724.1000 mA | 14960.6860 mW
